"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|ES","19.02.2020 22:00 - 19.02.2020 23:00 (CET/CEST)","95","0","2788"
"BZN|ES","19.02.2020 23:00 - 20.02.2020 00:00 (CET/CEST)","58","0","3307"
"BZN|ES","20.02.2020 00:00 - 20.02.2020 01:00 (CET/CEST)","35","0","4037"
"BZN|ES","20.02.2020 01:00 - 20.02.2020 02:00 (CET/CEST)","22","0","4588"
"BZN|ES","20.02.2020 02:00 - 20.02.2020 03:00 (CET/CEST)","22","0","4967"
"BZN|ES","20.02.2020 03:00 - 20.02.2020 04:00 (CET/CEST)","22","0","5083"
"BZN|ES","20.02.2020 04:00 - 20.02.2020 05:00 (CET/CEST)","22","0","5146"
"BZN|ES","20.02.2020 05:00 - 20.02.2020 06:00 (CET/CEST)","22","0","5324"
"BZN|ES","20.02.2020 06:00 - 20.02.2020 07:00 (CET/CEST)","22","0","5350"
"BZN|ES","20.02.2020 07:00 - 20.02.2020 08:00 (CET/CEST)","23","0","5232"
"BZN|ES","20.02.2020 08:00 - 20.02.2020 09:00 (CET/CEST)","512","0","4892"
"BZN|ES","20.02.2020 09:00 - 20.02.2020 10:00 (CET/CEST)","2613","0","4207"
"BZN|ES","20.02.2020 10:00 - 20.02.2020 11:00 (CET/CEST)","4685","0","3504"
"BZN|ES","20.02.2020 11:00 - 20.02.2020 12:00 (CET/CEST)","6363","0","3193"
"BZN|ES","20.02.2020 12:00 - 20.02.2020 13:00 (CET/CEST)","6975","0","2852"
"BZN|ES","20.02.2020 13:00 - 20.02.2020 14:00 (CET/CEST)","7101","0","2475"
"BZN|ES","20.02.2020 14:00 - 20.02.2020 15:00 (CET/CEST)","6982","0","2090"
"BZN|ES","20.02.2020 15:00 - 20.02.2020 16:00 (CET/CEST)","6255","0","1839"
"BZN|ES","20.02.2020 16:00 - 20.02.2020 17:00 (CET/CEST)","5526","0","1891"
"BZN|ES","20.02.2020 17:00 - 20.02.2020 18:00 (CET/CEST)","4032","0","1983"
"BZN|ES","20.02.2020 18:00 - 20.02.2020 19:00 (CET/CEST)","1385","0","2318"
"BZN|ES","20.02.2020 19:00 - 20.02.2020 20:00 (CET/CEST)","378","0","3075"
"BZN|ES","20.02.2020 20:00 - 20.02.2020 21:00 (CET/CEST)","231","0","3715"
"BZN|ES","20.02.2020 21:00 - 20.02.2020 22:00 (CET/CEST)","125","0","4682"
"BZN|ES","20.02.2020 22:00 - 20.02.2020 23:00 (CET/CEST)","49","0","5814"
"BZN|ES","20.02.2020 23:00 - 21.02.2020 00:00 (CET/CEST)","40","0","6965"
"BZN|ES","21.02.2020 00:00 - 21.02.2020 01:00 (CET/CEST)","16","0","7907"
"BZN|ES","21.02.2020 01:00 - 21.02.2020 02:00 (CET/CEST)","16","0","7897"
"BZN|ES","21.02.2020 02:00 - 21.02.2020 03:00 (CET/CEST)","16","0","7812"
"BZN|ES","21.02.2020 03:00 - 21.02.2020 04:00 (CET/CEST)","16","0","7581"
"BZN|ES","21.02.2020 04:00 - 21.02.2020 05:00 (CET/CEST)","16","0","6943"
"BZN|ES","21.02.2020 05:00 - 21.02.2020 06:00 (CET/CEST)","16","0","6357"
"BZN|ES","21.02.2020 06:00 - 21.02.2020 07:00 (CET/CEST)","16","0","5582"
"BZN|ES","21.02.2020 07:00 - 21.02.2020 08:00 (CET/CEST)","16","0","4888"
"BZN|ES","21.02.2020 08:00 - 21.02.2020 09:00 (CET/CEST)","622","0","4656"
"BZN|ES","21.02.2020 09:00 - 21.02.2020 10:00 (CET/CEST)","2912","0","4250"
"BZN|ES","21.02.2020 10:00 - 21.02.2020 11:00 (CET/CEST)","5058","0","3413"
"BZN|ES","21.02.2020 11:00 - 21.02.2020 12:00 (CET/CEST)","6747","0","2766"
"BZN|ES","21.02.2020 12:00 - 21.02.2020 13:00 (CET/CEST)","7264","0","2434"
"BZN|ES","21.02.2020 13:00 - 21.02.2020 14:00 (CET/CEST)","7286","0","2236"
"BZN|ES","21.02.2020 14:00 - 21.02.2020 15:00 (CET/CEST)","7234","0","2157"
"BZN|ES","21.02.2020 15:00 - 21.02.2020 16:00 (CET/CEST)","6920","0","2089"
"BZN|ES","21.02.2020 16:00 - 21.02.2020 17:00 (CET/CEST)","6210","0","2066"
"BZN|ES","21.02.2020 17:00 - 21.02.2020 18:00 (CET/CEST)","4510","0","1975"
"BZN|ES","21.02.2020 18:00 - 21.02.2020 19:00 (CET/CEST)","1599","0","1920"
"BZN|ES","21.02.2020 19:00 - 21.02.2020 20:00 (CET/CEST)","463","0","1946"
"BZN|ES","21.02.2020 20:00 - 21.02.2020 21:00 (CET/CEST)","354","0","2033"
"BZN|ES","21.02.2020 21:00 - 21.02.2020 22:00 (CET/CEST)","276","0","2086"
"BZN|ES","21.02.2020 22:00 - 21.02.2020 23:00 (CET/CEST)","187","0","2026"
"BZN|ES","21.02.2020 23:00 - 22.02.2020 00:00 (CET/CEST)","126","0","1990"
"BZN|ES","22.02.2020 00:00 - 22.02.2020 01:00 (CET/CEST)","54","0","2048"
"BZN|ES","22.02.2020 01:00 - 22.02.2020 02:00 (CET/CEST)","25","0","2261"
"BZN|ES","22.02.2020 02:00 - 22.02.2020 03:00 (CET/CEST)","18","0","2645"
"BZN|ES","22.02.2020 03:00 - 22.02.2020 04:00 (CET/CEST)","18","0","2753"
"BZN|ES","22.02.2020 04:00 - 22.02.2020 05:00 (CET/CEST)","17","0","2627"
"BZN|ES","22.02.2020 05:00 - 22.02.2020 06:00 (CET/CEST)","16","0","2563"
"BZN|ES","22.02.2020 06:00 - 22.02.2020 07:00 (CET/CEST)","15","0","2623"
"BZN|ES","22.02.2020 07:00 - 22.02.2020 08:00 (CET/CEST)","15","0","2584"
"BZN|ES","22.02.2020 08:00 - 22.02.2020 09:00 (CET/CEST)","769","0","2633"
"BZN|ES","22.02.2020 09:00 - 22.02.2020 10:00 (CET/CEST)","3261","0","2713"
"BZN|ES","22.02.2020 10:00 - 22.02.2020 11:00 (CET/CEST)","5564","0","2528"
"BZN|ES","22.02.2020 11:00 - 22.02.2020 12:00 (CET/CEST)","6904","0","2120"
"BZN|ES","22.02.2020 12:00 - 22.02.2020 13:00 (CET/CEST)","7291","0","1987"
"BZN|ES","22.02.2020 13:00 - 22.02.2020 14:00 (CET/CEST)","7313","0","1971"
"BZN|ES","22.02.2020 14:00 - 22.02.2020 15:00 (CET/CEST)","7136","0","1892"
"BZN|ES","22.02.2020 15:00 - 22.02.2020 16:00 (CET/CEST)","6924","0","1785"
"BZN|ES","22.02.2020 16:00 - 22.02.2020 17:00 (CET/CEST)","6381","0","1672"
"BZN|ES","22.02.2020 17:00 - 22.02.2020 18:00 (CET/CEST)","4714","0","1638"
"BZN|ES","22.02.2020 18:00 - 22.02.2020 19:00 (CET/CEST)","1868","0","1745"
"BZN|ES","22.02.2020 19:00 - 22.02.2020 20:00 (CET/CEST)","752","0","1937"
"BZN|ES","22.02.2020 20:00 - 22.02.2020 21:00 (CET/CEST)","616","0","1960"
"BZN|ES","22.02.2020 21:00 - 22.02.2020 22:00 (CET/CEST)","543","0","2286"
"BZN|ES","22.02.2020 22:00 - 22.02.2020 23:00 (CET/CEST)","402","0","2663"
"BZN|ES","22.02.2020 23:00 - 23.02.2020 00:00 (CET/CEST)","267","0","2429"
"BZN|ES","23.02.2020 00:00 - 23.02.2020 01:00 (CET/CEST)","243","0","2162"
"BZN|ES","23.02.2020 01:00 - 23.02.2020 02:00 (CET/CEST)","74","0","2147"
"BZN|ES","23.02.2020 02:00 - 23.02.2020 03:00 (CET/CEST)","53","0","2237"
"BZN|ES","23.02.2020 03:00 - 23.02.2020 04:00 (CET/CEST)","60","0","2354"
"BZN|ES","23.02.2020 04:00 - 23.02.2020 05:00 (CET/CEST)","61","0","2242"
"BZN|ES","23.02.2020 05:00 - 23.02.2020 06:00 (CET/CEST)","61","0","2056"
"BZN|ES","23.02.2020 06:00 - 23.02.2020 07:00 (CET/CEST)","61","0","2103"
"BZN|ES","23.02.2020 07:00 - 23.02.2020 08:00 (CET/CEST)","62","0","2150"
"BZN|ES","23.02.2020 08:00 - 23.02.2020 09:00 (CET/CEST)","861","0","2180"
"BZN|ES","23.02.2020 09:00 - 23.02.2020 10:00 (CET/CEST)","3431","0","2089"
"BZN|ES","23.02.2020 10:00 - 23.02.2020 11:00 (CET/CEST)","5950","0","1896"
"BZN|ES","23.02.2020 11:00 - 23.02.2020 12:00 (CET/CEST)","7262","0","1941"
"BZN|ES","23.02.2020 12:00 - 23.02.2020 13:00 (CET/CEST)","7504","0","2111"
"BZN|ES","23.02.2020 13:00 - 23.02.2020 14:00 (CET/CEST)","7512","0","2081"
"BZN|ES","23.02.2020 14:00 - 23.02.2020 15:00 (CET/CEST)","7408","0","2017"
"BZN|ES","23.02.2020 15:00 - 23.02.2020 16:00 (CET/CEST)","7176","0","1999"
"BZN|ES","23.02.2020 16:00 - 23.02.2020 17:00 (CET/CEST)","6548","0","1935"
"BZN|ES","23.02.2020 17:00 - 23.02.2020 18:00 (CET/CEST)","4940","0","1940"
"BZN|ES","23.02.2020 18:00 - 23.02.2020 19:00 (CET/CEST)","1976","0","2121"
"BZN|ES","23.02.2020 19:00 - 23.02.2020 20:00 (CET/CEST)","728","0","2333"
"BZN|ES","23.02.2020 20:00 - 23.02.2020 21:00 (CET/CEST)","601","0","2304"
"BZN|ES","23.02.2020 21:00 - 23.02.2020 22:00 (CET/CEST)","550","0","2355"
"BZN|ES","23.02.2020 22:00 - 23.02.2020 23:00 (CET/CEST)","471","0","2428"
"BZN|ES","23.02.2020 23:00 - 24.02.2020 00:00 (CET/CEST)","338","0","2414"
"BZN|ES","24.02.2020 00:00 - 24.02.2020 01:00 (CET/CEST)","159","0","2232"
"BZN|ES","24.02.2020 01:00 - 24.02.2020 02:00 (CET/CEST)","120","0","1952"
"BZN|ES","24.02.2020 02:00 - 24.02.2020 03:00 (CET/CEST)","75","0","1784"
"BZN|ES","24.02.2020 03:00 - 24.02.2020 04:00 (CET/CEST)","56","0","1758"
"BZN|ES","24.02.2020 04:00 - 24.02.2020 05:00 (CET/CEST)","55","0","1841"
"BZN|ES","24.02.2020 05:00 - 24.02.2020 06:00 (CET/CEST)","55","0","2048"
"BZN|ES","24.02.2020 06:00 - 24.02.2020 07:00 (CET/CEST)","54","0","2172"
"BZN|ES","24.02.2020 07:00 - 24.02.2020 08:00 (CET/CEST)","55","0","2318"
"BZN|ES","24.02.2020 08:00 - 24.02.2020 09:00 (CET/CEST)","848","0","2322"
"BZN|ES","24.02.2020 09:00 - 24.02.2020 10:00 (CET/CEST)","3289","0","2097"
"BZN|ES","24.02.2020 10:00 - 24.02.2020 11:00 (CET/CEST)","5752","0","1662"
"BZN|ES","24.02.2020 11:00 - 24.02.2020 12:00 (CET/CEST)","7155","0","1391"
"BZN|ES","24.02.2020 12:00 - 24.02.2020 13:00 (CET/CEST)","7436","0","1428"
"BZN|ES","24.02.2020 13:00 - 24.02.2020 14:00 (CET/CEST)","7443","0","1654"
"BZN|ES","24.02.2020 14:00 - 24.02.2020 15:00 (CET/CEST)","7391","0","2198"
"BZN|ES","24.02.2020 15:00 - 24.02.2020 16:00 (CET/CEST)","7133","0","2803"
"BZN|ES","24.02.2020 16:00 - 24.02.2020 17:00 (CET/CEST)","6490","0","3046"
"BZN|ES","24.02.2020 17:00 - 24.02.2020 18:00 (CET/CEST)","4793","0","3104"
"BZN|ES","24.02.2020 18:00 - 24.02.2020 19:00 (CET/CEST)","1873","0","3301"
"BZN|ES","24.02.2020 19:00 - 24.02.2020 20:00 (CET/CEST)","693","0","3968"
"BZN|ES","24.02.2020 20:00 - 24.02.2020 21:00 (CET/CEST)","573","0","4546"
"BZN|ES","24.02.2020 21:00 - 24.02.2020 22:00 (CET/CEST)","513","0","5382"
"BZN|ES","24.02.2020 22:00 - 24.02.2020 23:00 (CET/CEST)","390","0","5752"
"BZN|ES","24.02.2020 23:00 - 25.02.2020 00:00 (CET/CEST)","276","0","5904"
"BZN|ES","25.02.2020 00:00 - 25.02.2020 01:00 (CET/CEST)","134","0","6416"
"BZN|ES","25.02.2020 01:00 - 25.02.2020 02:00 (CET/CEST)","75","0","6684"
"BZN|ES","25.02.2020 02:00 - 25.02.2020 03:00 (CET/CEST)","47","0","6786"
"BZN|ES","25.02.2020 03:00 - 25.02.2020 04:00 (CET/CEST)","31","0","7263"
"BZN|ES","25.02.2020 04:00 - 25.02.2020 05:00 (CET/CEST)","31","0","7832"
"BZN|ES","25.02.2020 05:00 - 25.02.2020 06:00 (CET/CEST)","16","0","8294"
"BZN|ES","25.02.2020 06:00 - 25.02.2020 07:00 (CET/CEST)","12","0","8706"
"BZN|ES","25.02.2020 07:00 - 25.02.2020 08:00 (CET/CEST)","14","0","8736"
"BZN|ES","25.02.2020 08:00 - 25.02.2020 09:00 (CET/CEST)","571","0","8937"
"BZN|ES","25.02.2020 09:00 - 25.02.2020 10:00 (CET/CEST)","2126","0","8056"
"BZN|ES","25.02.2020 10:00 - 25.02.2020 11:00 (CET/CEST)","3604","0","6978"
"BZN|ES","25.02.2020 11:00 - 25.02.2020 12:00 (CET/CEST)","5057","0","6190"
"BZN|ES","25.02.2020 12:00 - 25.02.2020 13:00 (CET/CEST)","5762","0","6534"
"BZN|ES","25.02.2020 13:00 - 25.02.2020 14:00 (CET/CEST)","6320","0","8344"
"BZN|ES","25.02.2020 14:00 - 25.02.2020 15:00 (CET/CEST)","6169","0","9678"
"BZN|ES","25.02.2020 15:00 - 25.02.2020 16:00 (CET/CEST)","5302","0","10327"
"BZN|ES","25.02.2020 16:00 - 25.02.2020 17:00 (CET/CEST)","4343","0","10706"
"BZN|ES","25.02.2020 17:00 - 25.02.2020 18:00 (CET/CEST)","2505","0","10645"
"BZN|ES","25.02.2020 18:00 - 25.02.2020 19:00 (CET/CEST)","676","0","10148"
"BZN|ES","25.02.2020 19:00 - 25.02.2020 20:00 (CET/CEST)","103","0","9829"
"BZN|ES","25.02.2020 20:00 - 25.02.2020 21:00 (CET/CEST)","13","0","9710"
"BZN|ES","25.02.2020 21:00 - 25.02.2020 22:00 (CET/CEST)","7","0","9808"
"BZN|ES","25.02.2020 22:00 - 25.02.2020 23:00 (CET/CEST)","7","0","9893"
"BZN|ES","25.02.2020 23:00 - 26.02.2020 00:00 (CET/CEST)","8","0","10007"
"BZN|ES","26.02.2020 00:00 - 26.02.2020 01:00 (CET/CEST)","8","0","9859"
"BZN|ES","26.02.2020 01:00 - 26.02.2020 02:00 (CET/CEST)","8","0","9759"
"BZN|ES","26.02.2020 02:00 - 26.02.2020 03:00 (CET/CEST)","8","0","10131"
"BZN|ES","26.02.2020 03:00 - 26.02.2020 04:00 (CET/CEST)","8","0","10415"
"BZN|ES","26.02.2020 04:00 - 26.02.2020 05:00 (CET/CEST)","8","0","10461"
"BZN|ES","26.02.2020 05:00 - 26.02.2020 06:00 (CET/CEST)","8","0","10191"
"BZN|ES","26.02.2020 06:00 - 26.02.2020 07:00 (CET/CEST)","7","0","10049"
"BZN|ES","26.02.2020 07:00 - 26.02.2020 08:00 (CET/CEST)","9","0","10086"
"BZN|ES","26.02.2020 08:00 - 26.02.2020 09:00 (CET/CEST)","652","0","9508"
"BZN|ES","26.02.2020 09:00 - 26.02.2020 10:00 (CET/CEST)","2800","0","8702"
"BZN|ES","26.02.2020 10:00 - 26.02.2020 11:00 (CET/CEST)","4675","0","8917"
"BZN|ES","26.02.2020 11:00 - 26.02.2020 12:00 (CET/CEST)","6315","0","8877"
"BZN|ES","26.02.2020 12:00 - 26.02.2020 13:00 (CET/CEST)","7020","0","9061"
"BZN|ES","26.02.2020 13:00 - 26.02.2020 14:00 (CET/CEST)","7196","0","9593"
"BZN|ES","26.02.2020 14:00 - 26.02.2020 15:00 (CET/CEST)","7376","0","10071"
"BZN|ES","26.02.2020 15:00 - 26.02.2020 16:00 (CET/CEST)","7195","0","10340"
"BZN|ES","26.02.2020 16:00 - 26.02.2020 17:00 (CET/CEST)","6468","0","10306"
"BZN|ES","26.02.2020 17:00 - 26.02.2020 18:00 (CET/CEST)","4827","0","10408"
"BZN|ES","26.02.2020 18:00 - 26.02.2020 19:00 (CET/CEST)","1929","0","9813"
"BZN|ES","26.02.2020 19:00 - 26.02.2020 20:00 (CET/CEST)","688","0","9253"
"BZN|ES","26.02.2020 20:00 - 26.02.2020 21:00 (CET/CEST)","573","0","8961"
"BZN|ES","26.02.2020 21:00 - 26.02.2020 22:00 (CET/CEST)","434","0","8717"
"BZN|ES","26.02.2020 22:00 - 26.02.2020 23:00 (CET/CEST)","294","0","8752"
"BZN|ES","26.02.2020 23:00 - 27.02.2020 00:00 (CET/CEST)","181","0","8673"
"BZN|ES","27.02.2020 00:00 - 27.02.2020 01:00 (CET/CEST)","171","0","8856"
"BZN|ES","27.02.2020 01:00 - 27.02.2020 02:00 (CET/CEST)","97","0","9104"
"BZN|ES","27.02.2020 02:00 - 27.02.2020 03:00 (CET/CEST)","57","0","9472"
"BZN|ES","27.02.2020 03:00 - 27.02.2020 04:00 (CET/CEST)","57","0","10120"
"BZN|ES","27.02.2020 04:00 - 27.02.2020 05:00 (CET/CEST)","57","0","10745"
"BZN|ES","27.02.2020 05:00 - 27.02.2020 06:00 (CET/CEST)","57","0","10792"
"BZN|ES","27.02.2020 06:00 - 27.02.2020 07:00 (CET/CEST)","55","0","10852"
"BZN|ES","27.02.2020 07:00 - 27.02.2020 08:00 (CET/CEST)","57","0","11159"
"BZN|ES","27.02.2020 08:00 - 27.02.2020 09:00 (CET/CEST)","923","0","11387"
"BZN|ES","27.02.2020 09:00 - 27.02.2020 10:00 (CET/CEST)","3441","0","11400"
"BZN|ES","27.02.2020 10:00 - 27.02.2020 11:00 (CET/CEST)","5617","0","11974"
"BZN|ES","27.02.2020 11:00 - 27.02.2020 12:00 (CET/CEST)","6928","0","12817"
"BZN|ES","27.02.2020 12:00 - 27.02.2020 13:00 (CET/CEST)","7357","0","13206"
"BZN|ES","27.02.2020 13:00 - 27.02.2020 14:00 (CET/CEST)","7314","0","13495"
"BZN|ES","27.02.2020 14:00 - 27.02.2020 15:00 (CET/CEST)","7120","0","13843"
"BZN|ES","27.02.2020 15:00 - 27.02.2020 16:00 (CET/CEST)","6779","0","13975"
"BZN|ES","27.02.2020 16:00 - 27.02.2020 17:00 (CET/CEST)","5782","0","13667"
"BZN|ES","27.02.2020 17:00 - 27.02.2020 18:00 (CET/CEST)","3837","0","12811"
"BZN|ES","27.02.2020 18:00 - 27.02.2020 19:00 (CET/CEST)","1298","0","11411"
"BZN|ES","27.02.2020 19:00 - 27.02.2020 20:00 (CET/CEST)","436","0","11011"
"BZN|ES","27.02.2020 20:00 - 27.02.2020 21:00 (CET/CEST)","318","0","10903"
"BZN|ES","27.02.2020 21:00 - 27.02.2020 22:00 (CET/CEST)","274","0","11155"
"BZN|ES","27.02.2020 22:00 - 27.02.2020 23:00 (CET/CEST)","215","0","10961"
"BZN|ES","27.02.2020 23:00 - 28.02.2020 00:00 (CET/CEST)","136","0","10291"
"BZN|ES","28.02.2020 00:00 - 28.02.2020 01:00 (CET/CEST)","83","0","9871"
"BZN|ES","28.02.2020 01:00 - 28.02.2020 02:00 (CET/CEST)","28","0","9511"
"BZN|ES","28.02.2020 02:00 - 28.02.2020 03:00 (CET/CEST)","16","0","8829"
"BZN|ES","28.02.2020 03:00 - 28.02.2020 04:00 (CET/CEST)","15","0","8251"
"BZN|ES","28.02.2020 04:00 - 28.02.2020 05:00 (CET/CEST)","16","0","7464"
"BZN|ES","28.02.2020 05:00 - 28.02.2020 06:00 (CET/CEST)","16","0","6837"
"BZN|ES","28.02.2020 06:00 - 28.02.2020 07:00 (CET/CEST)","15","0","6185"
"BZN|ES","28.02.2020 07:00 - 28.02.2020 08:00 (CET/CEST)","18","0","5595"
"BZN|ES","28.02.2020 08:00 - 28.02.2020 09:00 (CET/CEST)","756","0","4877"
"BZN|ES","28.02.2020 09:00 - 28.02.2020 10:00 (CET/CEST)","2867","0","4152"
"BZN|ES","28.02.2020 10:00 - 28.02.2020 11:00 (CET/CEST)","4683","0","3646"
"BZN|ES","28.02.2020 11:00 - 28.02.2020 12:00 (CET/CEST)","5746","0","3690"
"BZN|ES","28.02.2020 12:00 - 28.02.2020 13:00 (CET/CEST)","6217","0","3827"
"BZN|ES","28.02.2020 13:00 - 28.02.2020 14:00 (CET/CEST)","6392","0","4301"
"BZN|ES","28.02.2020 14:00 - 28.02.2020 15:00 (CET/CEST)","6184","0","4746"
"BZN|ES","28.02.2020 15:00 - 28.02.2020 16:00 (CET/CEST)","5783","0","5417"
"BZN|ES","28.02.2020 16:00 - 28.02.2020 17:00 (CET/CEST)","4785","0","6065"
"BZN|ES","28.02.2020 17:00 - 28.02.2020 18:00 (CET/CEST)","2977","0","6395"
"BZN|ES","28.02.2020 18:00 - 28.02.2020 19:00 (CET/CEST)","947","0","6879"
"BZN|ES","28.02.2020 19:00 - 28.02.2020 20:00 (CET/CEST)","248","0","8038"
"BZN|ES","28.02.2020 20:00 - 28.02.2020 21:00 (CET/CEST)","175","0","9078"
"BZN|ES","28.02.2020 21:00 - 28.02.2020 22:00 (CET/CEST)","101","0","10243"
"BZN|ES","28.02.2020 22:00 - 28.02.2020 23:00 (CET/CEST)","77","0","11238"
"BZN|ES","28.02.2020 23:00 - 29.02.2020 00:00 (CET/CEST)","78","0","11714"
"BZN|ES","29.02.2020 00:00 - 29.02.2020 01:00 (CET/CEST)","66","0","11824"
"BZN|ES","29.02.2020 01:00 - 29.02.2020 02:00 (CET/CEST)","66","0","11648"
"BZN|ES","29.02.2020 02:00 - 29.02.2020 03:00 (CET/CEST)","66","0","11571"
"BZN|ES","29.02.2020 03:00 - 29.02.2020 04:00 (CET/CEST)","66","0","11868"
"BZN|ES","29.02.2020 04:00 - 29.02.2020 05:00 (CET/CEST)","66","0","12393"
"BZN|ES","29.02.2020 05:00 - 29.02.2020 06:00 (CET/CEST)","57","0","13119"
"BZN|ES","29.02.2020 06:00 - 29.02.2020 07:00 (CET/CEST)","51","0","13550"
"BZN|ES","29.02.2020 07:00 - 29.02.2020 08:00 (CET/CEST)","55","0","13768"
"BZN|ES","29.02.2020 08:00 - 29.02.2020 09:00 (CET/CEST)","514","0","13925"
"BZN|ES","29.02.2020 09:00 - 29.02.2020 10:00 (CET/CEST)","1779","0","13883"
"BZN|ES","29.02.2020 10:00 - 29.02.2020 11:00 (CET/CEST)","2932","0","13906"
"BZN|ES","29.02.2020 11:00 - 29.02.2020 12:00 (CET/CEST)","3735","0","13825"
"BZN|ES","29.02.2020 12:00 - 29.02.2020 13:00 (CET/CEST)","4008","0","13947"
"BZN|ES","29.02.2020 13:00 - 29.02.2020 14:00 (CET/CEST)","3998","0","14077"
"BZN|ES","29.02.2020 14:00 - 29.02.2020 15:00 (CET/CEST)","3441","0","14315"
"BZN|ES","29.02.2020 15:00 - 29.02.2020 16:00 (CET/CEST)","2903","0","14475"
"BZN|ES","29.02.2020 16:00 - 29.02.2020 17:00 (CET/CEST)","2120","0","14802"
"BZN|ES","29.02.2020 17:00 - 29.02.2020 18:00 (CET/CEST)","985","0","14649"
"BZN|ES","29.02.2020 18:00 - 29.02.2020 19:00 (CET/CEST)","231","0","14251"
"BZN|ES","29.02.2020 19:00 - 29.02.2020 20:00 (CET/CEST)","44","0","13799"
"BZN|ES","29.02.2020 20:00 - 29.02.2020 21:00 (CET/CEST)","37","0","13991"
"BZN|ES","29.02.2020 21:00 - 29.02.2020 22:00 (CET/CEST)","6","0","14233"
"BZN|ES","29.02.2020 22:00 - 29.02.2020 23:00 (CET/CEST)","2","0","14422"
"BZN|ES","29.02.2020 23:00 - 01.03.2020 00:00 (CET/CEST)","2","0","14791"
"BZN|ES","01.03.2020 00:00 - 01.03.2020 01:00 (CET/CEST)","2","0","14885"
"BZN|ES","01.03.2020 01:00 - 01.03.2020 02:00 (CET/CEST)","2","0","14165"
"BZN|ES","01.03.2020 02:00 - 01.03.2020 03:00 (CET/CEST)","2","0","14279"
"BZN|ES","01.03.2020 03:00 - 01.03.2020 04:00 (CET/CEST)","2","0","14045"
"BZN|ES","01.03.2020 04:00 - 01.03.2020 05:00 (CET/CEST)","2","0","13362"
"BZN|ES","01.03.2020 05:00 - 01.03.2020 06:00 (CET/CEST)","2","0","13535"
"BZN|ES","01.03.2020 06:00 - 01.03.2020 07:00 (CET/CEST)","2","0","13834"
"BZN|ES","01.03.2020 07:00 - 01.03.2020 08:00 (CET/CEST)","7","0","14373"
"BZN|ES","01.03.2020 08:00 - 01.03.2020 09:00 (CET/CEST)","505","0","13905"
"BZN|ES","01.03.2020 09:00 - 01.03.2020 10:00 (CET/CEST)","1521","0","13316"
"BZN|ES","01.03.2020 10:00 - 01.03.2020 11:00 (CET/CEST)","2370","0","14715"
"BZN|ES","01.03.2020 11:00 - 01.03.2020 12:00 (CET/CEST)","2947","0","16297"
"BZN|ES","01.03.2020 12:00 - 01.03.2020 13:00 (CET/CEST)","3083","0","17056"
"BZN|ES","01.03.2020 13:00 - 01.03.2020 14:00 (CET/CEST)","3188","0","17007"
"BZN|ES","01.03.2020 14:00 - 01.03.2020 15:00 (CET/CEST)","3371","0","16883"
"BZN|ES","01.03.2020 15:00 - 01.03.2020 16:00 (CET/CEST)","2917","0","16718"
"BZN|ES","01.03.2020 16:00 - 01.03.2020 17:00 (CET/CEST)","2836","0","16332"
"BZN|ES","01.03.2020 17:00 - 01.03.2020 18:00 (CET/CEST)","1570","0","16029"
"BZN|ES","01.03.2020 18:00 - 01.03.2020 19:00 (CET/CEST)","429","0","15009"
"BZN|ES","01.03.2020 19:00 - 01.03.2020 20:00 (CET/CEST)","40","0","14324"
"BZN|ES","01.03.2020 20:00 - 01.03.2020 21:00 (CET/CEST)","3","0","13783"
"BZN|ES","01.03.2020 21:00 - 01.03.2020 22:00 (CET/CEST)","3","0","13009"
"BZN|ES","01.03.2020 22:00 - 01.03.2020 23:00 (CET/CEST)","3","0","12654"
"BZN|ES","01.03.2020 23:00 - 02.03.2020 00:00 (CET/CEST)","3","0","12310"
"BZN|ES","02.03.2020 00:00 - 02.03.2020 01:00 (CET/CEST)","3","0","12078"
"BZN|ES","02.03.2020 01:00 - 02.03.2020 02:00 (CET/CEST)","3","0","12547"
"BZN|ES","02.03.2020 02:00 - 02.03.2020 03:00 (CET/CEST)","3","0","12564"
"BZN|ES","02.03.2020 03:00 - 02.03.2020 04:00 (CET/CEST)","3","0","11833"
"BZN|ES","02.03.2020 04:00 - 02.03.2020 05:00 (CET/CEST)","3","0","11644"
"BZN|ES","02.03.2020 05:00 - 02.03.2020 06:00 (CET/CEST)","3","0","12529"
"BZN|ES","02.03.2020 06:00 - 02.03.2020 07:00 (CET/CEST)","3","0","12687"
"BZN|ES","02.03.2020 07:00 - 02.03.2020 08:00 (CET/CEST)","8","0","13080"
"BZN|ES","02.03.2020 08:00 - 02.03.2020 09:00 (CET/CEST)","306","0","13163"
"BZN|ES","02.03.2020 09:00 - 02.03.2020 10:00 (CET/CEST)","1478","0","14268"
"BZN|ES","02.03.2020 10:00 - 02.03.2020 11:00 (CET/CEST)","3054","0","14722"
"BZN|ES","02.03.2020 11:00 - 02.03.2020 12:00 (CET/CEST)","4008","0","15049"
"BZN|ES","02.03.2020 12:00 - 02.03.2020 13:00 (CET/CEST)","4568","0","15702"
"BZN|ES","02.03.2020 13:00 - 02.03.2020 14:00 (CET/CEST)","4721","0","16179"
"BZN|ES","02.03.2020 14:00 - 02.03.2020 15:00 (CET/CEST)","4566","0","16111"
