Time,DAprice,Solar,WindOnshore,WindOffshore,EI
2020-01-01T00:00:00.0,41.88,0.0016063396872992076,0.08214947498455837,0.0,141.0269351855834
2020-01-01T01:00:00.0,38.6,0.0016063396872992076,0.08456866378422895,0.0,142.54061063464837
2020-01-01T02:00:00.0,36.55,0.0016063396872992076,0.08729668519662342,0.0,139.41390969162995
2020-01-01T03:00:00.0,32.32,0.0016063396872992076,0.08750257360510603,0.0,136.70818149097943
2020-01-01T04:00:00.0,30.85,0.0017134289997858213,0.08580399423512457,0.0,138.7230003995206
2020-01-01T05:00:00.0,30.14,0.00278432212465196,0.08364216594605724,0.0,139.28101934391157
2020-01-01T06:00:00.0,30.17,0.003212679374598415,0.08297302861848878,0.0,142.42098203276376
2020-01-01T07:00:00.0,30.0,0.003319768687085029,0.07854642783611283,0.0,139.8850915979496
2020-01-01T08:00:00.0,30.65,0.007174983936603127,0.07206094296891086,0.0,135.8349741332365
2020-01-01T09:00:00.0,30.65,0.09156136217605483,0.06094296891085032,0.0,129.64138878955836
2020-01-01T10:00:00.0,30.27,0.24694795459413152,0.05028824377187564,0.0,116.24492499471793
2020-01-01T11:00:00.0,30.34,0.36571000214178623,0.039993823347745525,0.0,114.46169835935954
2020-01-01T12:00:00.0,30.99,0.44163632469479547,0.03402305950175005,0.0,114.81661457338274
2020-01-01T13:00:00.0,30.04,0.4700149925037481,0.029287626106650196,0.0,111.45584981770226
2020-01-01T14:00:00.0,30.75,0.4683015635039623,0.027331686226065473,0.0,110.82523908523908
2020-01-01T15:00:00.0,32.11,0.4397087170700364,0.02388305538398188,0.0,114.44333609794629
2020-01-01T16:00:00.0,35.98,0.3282287427714714,0.022338892320362364,0.0,126.12903043878244
2020-01-01T17:00:00.0,40.4,0.13214821160848148,0.02547869054972205,0.0,135.41949074825513
2020-01-01T18:00:00.0,44.05,0.020132790747483403,0.02728021412394482,0.0,138.37927968166315
2020-01-01T19:00:00.0,46.16,0.009316770186335404,0.03201564751904468,0.0,141.4472747435542
2020-01-01T20:00:00.0,44.02,0.007282073249089741,0.03412600370599135,0.0,139.75336688272475
2020-01-01T21:00:00.0,45.6,0.006853715999143285,0.03417747580811201,0.0,137.88570998415213
2020-01-01T22:00:00.0,42.9,0.006639537374170058,0.036854025118385834,0.0,143.6091374984576
2020-01-01T23:00:00.0,37.55,0.006746626686656672,0.04174387481984764,0.0,148.64087572798906
2020-01-02T00:00:00.0,35.4,0.006746626686656672,0.0462734198064649,0.0,146.0331260857639
2020-01-02T01:00:00.0,31.98,0.006746626686656672,0.059141445336627546,0.0,139.43020071551362
2020-01-02T02:00:00.0,30.5,0.005140286999357464,0.07278155239859996,0.0,138.14891528545118
2020-01-02T03:00:00.0,28.79,0.003105590062111801,0.08992176240477662,0.0,136.9603699628662
2020-01-02T04:00:00.0,28.42,0.0017134289997858213,0.10474572781552399,0.0,138.10559137333576
